text|label|family
The Assam Government observed in September 1936 that: The Government of India consider that some effective steps should be taken to challenge activities which may be extended decided not to because he thought that this was quite a good place for the Chinese to have a boundary, and it was best to let well enough alone.|1|Revisionism
Beneath these factors of far reaching significance, however, lies a boundary dispute.|1|Revisionism
This interpretation was reinforced in Geneva where, according to Chou in a later interview, On July 23, Comrade Ch'en Yi who was attending the Geneva Conference on Laos, proposed to Krishna Menon that the ministers of the two sides would hold negotiations on the prevention of border conflicts.|1|Europe&America
The United Nations should examine the matter... .' |0|Europe&America
Nehru dreaded a war which he thought would not only swallow up India's resources so vital for country's FiveYear Plans, but afford opportunities to Pakistan to fish in troubled waters.|0|PostRevisionism
On 12 April 1912, when, under instructions from London, the British MiniIF Oto 1 O, 13 January 1912, and Secretary of State to Viceroy, 31 January 1912 in Ibid. |0|Traditional
Russia agreed to evacuate almost the whole of the Ili or the Kuldja region and the passes through the Tien Shan, but kept the western part of the territory it had seized.|1|PostRevisionism
If Chinese dominance of Turkestan was to be challenged successfully, a first requisite was to control West Tibet and the passages into Turkestan.|0|Europe&America
Current problems, such as the Chinese allweather friendship and military linkage to Pakistan, still place limitations on how close the IndiaChina relationship can become.|1|PostRevisionism
In time, it seems to me, a de facto frontier would have been created.|1|Revisionism
An exchange of letters dated 24th and 25th March, 1914 between Sir Henry McMahon and Lonchen Shatra to which were annexed two sheets of a fairly large scale map on which the line known as the McMahon line was drawn.|0|Traditional
As the Indian troops settled for the night on the banks of the river, the PLA crossed over the shallow river and made their way to the other side.|0|PostRevisionism
The withdrawal of Soviet and American forces occurred at the end of 1948.|1|Europe&America
Under present conditions this would have made little difference, while limiting her freedom of independent action and widening differences between the countries in her region.|0|Europe&America
In the following year he was transferred to the war theatre and commanded a motor transport unit in the Kohima area, where, he later wrote, he ' went through hazar ds, hardships and other unpleasant situations which normally go with an operational theatre' . |1|Revisionism
Of particular importance was Migyitun where Tibetan officials and pilgrims, numbering about 20,000, assembled every 12 years so as to arrange matters with the Lopas, through whose territory the pilgrimage route passed. |0|Traditional
In this connection, India's position as chairman of the International Committee for Indochina49 was viewed with great reservations by China. |1|Revisionism
Upon a request from the Government of India, a clarificatien of these proposals was given by the delegations of Ceylon, U.A.R. and Ghana, in which it was suggested that the withdrawal of 20 kilometres by the Chinese armies in the western sector would be from the line of actual control between the two sides as of 7 November, 1959, as defined in maps III and V circulated by the Government of China, that the existing military posts which the Indian armies would keep would be 'on and up to the line indicated above,' and that the demilitarized zone of 20 kilometres would be administered by civilian posts of both sides.|0|Traditional
On March 17 he and Chang Hsijo issued a celebrated joint statement affirming that29 Both sides reiterate emphatically that, in view of the current international situation and the situation in Asia, it is necessary to bring about an overall and unconditional prohibition of the testing, manufacture, stockpiling, and use of nuclear weapons of any description. . . .|1|Europe&America
According to its terms, the Chinese were to store their arms in a warehouse which was to be guarded jointly by their men, as well as the Tibetans and the Nepalese.|0|Traditional
Winter stopped virtually all activity in the Himalayan highlands and nothing further occurred there to cause Chinese concern.|1|Europe&America
The feebleness of Indian protestations and the unprecedented vigor with which Peking asserted Chinese claims ended once and for all the anomalous status of Tibet.|1|Europe&America
; the basis proposed was the status quo, which would have left the CPR in possession of most of the disputed area in the west and India in possession of the disputed area in the east, known as the Northeast Frontier Agency. |0|Europe&America
Involved in it are, on the one hand, the wider issues of British global strategy as interpreted in London, and, on the other hand, minute problems arising from traditional relationships between frontier tribes.|1|Revisionism
Yet this is what the People's Government at length demanded, in the Chinese Ambassador's 'appeal' of May, 1959, for a realignment of Indian foreign policy in harmony with the Chinese Communist view. |0|Europe&America
Calcutta was not unduly exercised by the erection of the boundary pillars, as the internal discussions recorded.|1|PostRevisionism
that India's voice has counted for so much in the councils of the world in the last several years, since independence We may have become conceited about it-there was some room for conceit, I admit-but the fact is that a country which in the modern world is in terms of physical might not to be compared with the great powers or with many of the armed nations . . .|1|Revisionism
As for Communist China, he was watching for every possible sign of reaction.|1|Europe&America
Under the Mughals, the zamindars, vested with Military ranks, had the duties of repelliing the attacks of their neighbouring mountaineers.|0|PostRevisionism
The Chinese air force is equally formidable.|0|Traditional
On balance, this weakness in the rationality model is likely to be less important in the future than it has been in the past, but its recurrence cannot be ruled out. |1|Europe&America
'Never perhaps', remarks Lewin, 'has an English force advanced into enemy's country with less knowledge of what was before it or with more uncertainty as to obtaining in any way the desired information.'|0|PostRevisionism
In addition the Aksai Chin road could be cut. |1|Europe&America
He was clearly faced with a dilemma, a whole series of contradictions, as he said in an exercise in loud thinking before a press conference on 6 April.|0|Traditional
We shall concen trate on one of the most brilliant Tibetans of the last century , Amdo Gendun Chhompel and his relations with the border issue. |0|Traditional
He had served as Private Secretary to two Viceroys, Landsdowne and Elgin (1888–94). |1|PostRevisionism
Presumably the CPR has wanted to maintain maximum flexibility to deal with a situation in which it has been claiming certain territories that are claimed by not one but two other states.|1|Europe&America
When India constructed a motor road from Gangtok to Natula pass, the Chinese constructed the LhasaYatung motor road. |0|Traditional
A frontier, in other words, McMahon saw as an approximation, more or less a question expecting the answer 'in roughly such and such a region'; while a boundary was a positive and precise statement of the limits of sovereignty. |1|Revisionism
It followed, Nanking contended, that the Protocol was 'illegal' and that China could, 'in no circumstances ', recognise it nor in any way be 'bound' by it.|0|Traditional
The APO continued by enumerating the names of the members of the Tibetan party , their villages, goatloads of salt, the quantity of wool, swords, nambui (woolen length of cloth with a hole in the midd le through which the head goes), kapung (bracelets) and even the yak tails he had brought.|0|Traditional
On 30 July, he telegraphed home to say that two months had elapsed since Peking made its proposals, while another two and a half remained for the truce agreements of 1918 to expire.|0|Traditional
Summarising the effect of the new measure, Jenkins remarked : 'Thc chiefs are now get accustomed to personal intercourse with nur officers, and as they must perceive that we have no wish to deprive rhcm of any emolument and are anxious to extend our communication with their hills, it is to be hoped that we shall find it less difficult hereafter to effect negotiations with them, and that an interchange of products with these extensive countries will be much improved as tranquility and confidence is established.'l4 |0|PostRevisionism
From here onwards it followed more or less what the Indians now claim their Aksai Chin border to be. |1|Revisionism
At this time there was a considerable difference of opinion within the United States government as to what to do.|1|Europe&America
As a corollary to the agreement, India agreed to withdraw completely within six months the military escort stationed at Yatung and Gyantse in Tibet.|0|Traditional
The MFA response combined toughness and flexibility in a frank appeal to world opinion that left open only two prospects: either a last minute reversal in Indian policy or a major conflict.|1|Europe&America
Mehman–yoli and Kara–jilga passes, thence, still following the watershed, round the western extremity of the Taghdumbash Pamir to the Wakhujrui pass.|1|PostRevisionism
The New Age claimed that Mr. George Patterson (myself) had an active role in the rebellion and was on the friendliest terms with Mr. Apa Pant, Indian Political Officer in Sikkim; Tsering, 'one of the highups in the Central Intelligence Branch, now posted at Gangtok, as also other officials holding important posts'.|0|Europe&America
Manmade features are naturally appearing on both sides of the border with possibility of tampering the boundary and the no man's land as well as changes in the natural course of the rivers.|0|PostRevisionism
Such an invasion, they believed, would occur in East Pakistan, which was defended by a mere four battalions.|0|PostRevisionism
The four regions of the Indian buffer zone, therefore, could well be the subject of AngloRussian negotiation, though, in the event, Smkiang was left out.|1|Revisionism
That the number of escort of the British Agent shall under no circumstances exceed that of the escort of the Chinese Amban in Lhasa; 3.|0|Traditional
In April 1954 the air force got its first Indian chief of staff; as did the navy four years later.|0|PostRevisionism
The casualties the enemy suffered there were heavy even for the Chinese for whom manpower is cheap and nearly endless. |0|Traditional
In the same way, Nehru did not understand the emotional and ideological importance for the Chinese leadership of rejecting formally those boundaries so uncomfortably reminiscent of the decadent period of the Middle Kingdom and the need of these leaders to find an expression for the historical turnabout that had taken place in China.|1|Revisionism
One purpose of these agreements was to isolate India from the signatories and head off if possible an increase of Soviet influence in neutral Asia.47 Again as a form of protection for its flank while it prepared to focus its main attention on Khrushchev and the international Communist movement, the CPC vociferously welcomed the turbulent demonstrations in Japan, in the spring of 1960, against ratification of the revised security treaty with the United States.48 The CPC also launched a propaganda tirade against President Eisenhower's visit to the Far East in June, which spanned the tenth anniversary of the beginning of the Korean War.49 The CPC opened a bitter and militant propaganda attack on Khrushchev, which however stopped short of naming him, on the occasion of the ninetieth anniversary of Lenin's birth (April 22, 1960).|0|Europe&America
IndoTibetan boundary as confirmed on 245 March was shown on the draft Convention and submitted at the seventh meeting, 22 April 1914.|0|PostRevisionism
The result was an almost unbroken string of Communist military victories, under the impact of which the CPC's energetic but of course illegal political activity in the Kuomintang areas grew increasingly effective.|0|Europe&America
In this chapter I have analyzed the complex net of interpersonal, inter organizational, and intraorganizational relationships and discussed the evolving patterns and their significance for the biased processing of information and cognitive conservativeness.|1|Revisionism
In this regard, the 1969 SinoSoviet border clashes deserve brief mention.|1|Europe&America
'Among all our neighbours', said the Chinese Communist Party in its letter to the CPSU of 29 February 1964, 'it is only the leaders of the CPSU and the reactionary nationalists of India who have deliberately created border disputes with China.'|0|Europe&America
Interaction between policymakers of two national entities involves an encounter not only between personalities and organizations, but also between different cultural and social systems, each dictating different conceptual frameworks forming the basis of beliefs, expectations, values, moods , and styles of thought.|1|Revisionism
A survey of these ' See N. Ahmad, in International Affairs (1962). |1|Revisionism
Ernest Gross of the United States, however, stated that he had voted for adjournment in view of the fact that the Government of India, whose territory bordered on Tibet and which was therefore an interested party, had told the General Committee that it hoped that the Tibetan question would be peacefully and honourably settled.|0|Traditional
In the eastern sector, although the Chinese frontier guards have so far been fighting on Chinese territory no rth of the traditional customary line,† they are prepared to withdraw from their present positions to the north of the line of actual control, that is, north of the illegal McMahon Line, and to withdraw twenty kilometres back from that line. |1|Revisionism
The Chinese, which go with the selection of a new Dalai Lama.|0|Traditional
A littlenoticed but important advance of the CPI during that period took place in Kashmir.|0|Europe&America
He was also advised by the subha of Dalimkote not to proceed further until a reply was received from Punakha.|0|PostRevisionism
He also asked for a fully equipped battalion and for arrangements to protect Junagadh's sea lines of communication.|0|PostRevisionism
Chou wrote: At the Conference were discussed the so called boundary between Outer and Iinner Tibet and that between Tibet and rest of China.|1|Revisionism
Our emancipation of the Indian and the Chinese will be signal of the emancipation of all downtrodden and ~ppressed.~ Soon there occurred a rift in the lute.|0|PostRevisionism
The fact that China, having taken what it wanted there, still wished to bring about a formal settlement was interpreted as a desire to normalise relations.|0|Europe&America
Simultaneously, a smaller body to be accompanied by Edgar should march from Cachar and two forces should endeavour to reach on a particular day positions from which they wodd be able to maintain communication with each other.|0|PostRevisionism
Perhaps Nehru's most cherished notion was that of independence.|1|Revisionism
Evidently, Dane was not happy with the 1899 off er. |1|PostRevisionism
The basic Chinese fear is almost certainly of a resumption of the historic Soviet pressures on Chinese Inner Asia that were suspended about 1954 with the dissolution of the SinoSoviet joint stock companies.|1|Europe&America
Before initiating a discussion on the boundaries, however, Chen indicated that he was awaiting 'a despatch map' from Peking. |0|Traditional
We did not give in and our conten-tion was that as the responsibility for guarding the frontier had been given to us, we were free to open the posts wher-ever we thought they would serve us best.... |1|Revisionism
It was a position which, he argued, Lhasa had been striving to attain during the previous three years (191113).|0|Traditional
It may be recalled that since General Huang Musung's mission in 1934, a Chinese presence in Lhasa had been maintained.|0|Traditional
With the death of Stalin, the appearance of a less geopolitically minded leadership in the Kremlin, and the Soviet withdrawal from western Sinkiang in the spring of 1955, the CPR could afford to feel less concerned over possible Soviet power plays in the direction of South Asia.|1|Europe&America
In late March, moreover, the Chinese gave Minto an opportunity to show that the British, if not conspicuously powerful in Tibet at present, still possessed some nuisance value and were, if only for this reason, well worth humouring.|1|Revisionism
Washington's involvement with thousands of former Kuomintang troops, which were simultaneously seeking refuge and raising opium in the BurmaThailandLaos interlock, together with a heavy CIA investment in Laos, added to the potential importance of covert American operations in Tibet. If the opportunity provided by the Tibetan revolt of 1958-59 had been missed or aborted by division among the Tibetans and prompt action by the PLA, another crisis might invite a more ambitious American intervention.|1|Europe&America
, Monckton and Chhatari came under a scalding attack from the Ittehad for ostensibly acting against the interests of the state.|0|PostRevisionism
Even the mere approach of a foreign army to the borders of the country made China participate in the Korean war.|0|Traditional
Obviously they did not succeed in dissuading the Chinese completely.|1|Europe&America
But the prime minister refused to be hustled, preferring a deliberate and graduated approach.|0|PostRevisionism
Apparently, another influential circumstance was the obvious existence of certain trends in IndiaU.S. and U.S.-China relations.|1|PostRevisionism
He told Petrovski that it would indeed be most unwise to allow the Mir of Hunza any opportunity of looking on Raskam as anything but Chinese territory.|1|Revisionism
So the question of aggression, internal or external, has to be seen in that context and their desire not to get into trouble.|0|Europe&America
While it is clear that the Tibetans are inten sely averse to Chinese dominance, their ideas about any steps which they might take to end this are extraordinarily confused and immature.|0|Traditional
It would be interesting to know on what authority Aksai Chin to the North of the Lingzithang plains crept into the 3rd edition of the map.|1|PostRevisionism
Sufficiently careful preparations for this event have been made so that the regime will probably survive it without collapsing.|1|Europe&America
The meeting was an informal one between Archibald Rose and Ivan Chen, and took place at the latter's initiative.|0|Traditional
Likewise the month between the small clash at Dhola and simultaneous attacks in NEFA and Ladakh allowed New Delhi time to moderate its posture (2 b) while leaving Peking the chance to avoid further combat if the situation there or elsewhere suddenly worsened more than had been anticipated (2 c).|1|Europe&America
Lord Hardinge found objectionable on a number of counts, and on which he had communicated his views to the Chinese.|1|Revisionism
This is true enough, but not in itself unusual, or an occasion for a dispute.|0|Traditional
The Geneva Conference on Laos successfully closed on July 23, thereby eliminating the prospect, at least in the near future, of a major power conflict on China's borders.|1|Europe&America
By then, there were only two alternatives open to 4 Division: a fighting stand in the positions prepared, in the hope of staving off defeat until the failure of supplies made it inev itable; or a belated scramble back to Bomdi La, with all the risks of rout attendant upon hurried retreat down a mountain road already open to harassment by the enemy. |1|Revisionism
An armed clash was narrowly averted as the Chinese withdrew a short distance just at the time that the Indian Cabinet was said to have authorised the surrounded patrol to use force.|0|Europe&America
Onc of Williamson's first tours, in December 1907, was up the Lohit towards Rima, his object being to make himself 'acquainted' with the people and their country and 'to collect information' rcgarding the practicability of a trade route towards southeast Tibet.|0|Traditional
Macartney from 1890 until his retirement in 1918 virtually staved off the complete domination of Sinkiang by Russia.|1|Revisionism
In any case, it should be possible to draw a line between the influence of A and B or, at least, to specify the exact degree of the influence of A and B in any region.|1|Revisionism
Both may have remembered that the flight of the Russian White General Ungern Sternberg into Outer Mongolia in 1921 had eliminated Chinese influence in the area and had also led to an invasion by the Red Army that transformed Outer Mongolia into a Soviet satellite.|1|Europe&America
On 10 April, 1960 Chou Enlai arrived in New Delhi and the two Prime Ministers sat together for six days thrashing out the proposals brought forward by the two sides. |0|Traditional
Systematically he restored order in Kansu, then along the eastern and northeastern edges of the Tarim basin, and finally in Kashgaria.|1|Revisionism
Inter alia, it was designed to include a gazetteer of place names, monasteries, detailed routes and a fresh map of the whole region.4|0|Traditional
The Singphvs who lived on this side of the Patkais were called by the Burmese Krkhyen, Kakhyen or Kakos whose original home formerly located in the east of the Irrawadi extending to the confines of Yunan.|0|PostRevisionism
This was in spite of the Chinese doublefaced behaviour in Tibet.|0|Traditional
This Council is composed of one member of each of the leading parties who are appointed by the Maharaja from among those elected to the State Council.|0|Europe&America
The Indian defence secretary seemed to echo the prime minister's view when he wrote: there is a good deal of method in what might at first appear to be madness on the part of Pakistan . . .|0|PostRevisionism
They were in diplomatic relations with Lhasa. |1|Revisionism
Jf they could, with British help, secure a definite SinoTibetan boundary they would, of course, be glad to observe the IndoTibetan border as defined in 1914; (3) they have 173 been encouraged in thinking that the British Government and the Government of India sympathized with this way of regarding the matter owing to the fact that at no time since the Convention and Declaration of 1914 had the Indian Government taken steps to question Tibetan, or to assert British authority in the Tawang area. |0|Europe&America
As China was defined and characterized positively, the assumption that it could sink to such unthinkable depths as an invasion was unlikely.|1|Revisionism
R wanted protection mainly against India.|1|Europe&America
This huge and rapidly growing population has been organised, regimented and mobilised in support of the revolutionary goals set by Peking's new leaders.|0|Traditional
The Penlops were the Governors of the three Provinces of Bhutan-Paro, Tongsa and Daka-in the Western, Eastern and Central districts respectively.|0|Europe&America
It was the practice of Indian frontier guards to proceed to the area once a year to carry out normal patrol duty.|0|Traditional
Nevertheless publicity was given in January 1965 187 to the process of an apparently permanent demarcation on the ground.|0|Europe&America
The Army authorities then pointed out that the number was too small to go round even among those in the most forward areas-they could not equip even a division.|0|Traditional
INTRODUCTION As Neville Maxwell has recently shown in his India's China War, the Aksai Chin dispute has been of great importance to the Chinese in their attitude towards not only the Western Sector of the SinoIndian border but to the fundamental shape of SinoIndian relations.|1|Revisionism
Two days after his note McMahon thought it necessary to remind the Viceroy about a fact he himself had overlooked. |1|PostRevisionism
He appreciated that any Indian Government, even one in the charge of as nonCurzonian a temperament as Lord Minto's, would if left to its own devices tend through sheer inertia to endeavour to fill a Tibetan power vacuum. |1|Revisionism
The reference to the international community was significant: it foreshadowed the approach Pakistan would later adopt.|0|PostRevisionism
Efforts have already been made to secure presentation in Amer ica of a true picture of the state of affairs in Lhasa, but so persistent and wide spread has been the dissemination of Chinese claims that it will be no easy matter to convince the world of their slender basis in reality.|0|Traditional
This is roughly the line that seems to have been taken by the predominantly military Chinese delegation that visited North Korea to help celebrate the tenth anniversary of the formation of the Chinese People's Volunteers (October 25, I960).72 Providentially from the Chinese standpoint, this anniversary fell shortly before the important EightyOne Party Conference in Moscow, which Mao Tsetung and Kim Ilsong alone among Communist Party leaders failed to attend, and at which the North Koreans seem to have taken an essentially pro chinese line.73 Certainly the later North Korean interpretations of the Moscow meetings followed the Chinese line closely.74 The regime of Premier John M. Chang, who succeeded Syngman Rhee as the leading political personality in South Korea, was a mixed bag from the Communist point of view.|1|Europe&America
Furthermore, the forces for internal security in north and east India were inadequate; the southern and western states would have to make do with police.|0|PostRevisionism
China, in a word, has come to the gates of India, and the fact has to be reckoned with.|1|Revisionism
The proposal received approval of the Government of Bengal for it was felt that there would be no objection to it from the states concerned.|0|PostRevisionism
The gradual stiffening of Chinese responses to India's forward policy moves is easily traced during the spring of 1962 when better weather and improved Indian logistic capabilities accelerated implementation of the November, 1961, directives.|1|Europe&America
The 'desirablity ' of 'excluding the Japanese ' was also to be borne in mind. |0|Traditional
Thence they follow the crest of inaccessible ridges round the end of the valley of HANDLA and run down on the river near a village called DEMCHOK. |1|PostRevisionism
Dr Thomson, who travelled from Leh to the Karakoram Pass, remarked that north of the Panggong region 'every part of this country must be viewed as terra incognita so that in the direction of the North East the boundaries of Tibet cannot be correctly defined, but as the tract of country in question is totally uninhabited this is not of much consequence'.Across these wastes, Thomson learnt, 'there was an unfrequented path by which Khoten [Khotan] might be reached, if the Chinese authorities were willing to permit it to be used', which, it appeared, they were not. To this Chinese prohibition the unofficial English traveller C. T. Vigne, who visited I.O., Enel, to Secret Letters from India, vol.|1|Revisionism
Circumstances such as timing29 can, as said, lower or raise the threshold of penetration of information.|1|Revisionism
Some political analysts say that the Pakistan terrorist state policy shift and mellowing down of its aggressive stance may have to do with its total failure in the Kargil War and the subsequent 9/11 attacks that put pressure on Pakistan to alter its terrorist position.|0|PostRevisionism
Once the decision to locate a post in a disputed area was taken by the Civil Authority , then the necessary force shou ld have been positioned within striking distance.|0|Traditional
And the fact that the Chinese, too, were incorrect in their application of history to the definition of the situation could not have been a comfort to Nehru.|1|Revisionism
The maze of internal inconsistencies, quotations out of context, and even blatant and easily discernible falsehoods-easily discernible, that is, to those with access to the materials cited-make it obvious that China had paid little or no attention to the preparation of their case. |0|Europe&America
The assumption of collusion between threatening regimes (1 b) applies to the Indian case but not to Korea or Indochina.|1|Europe&America
Also from 1990 to 1999, there are records of 4,242 women between the ages of 770 that have been raped. |0|PostRevisionism
It is highly probable that Stalin's death did not occur at the time, or under the circumstances, given in the official announcement.|1|Europe&America
The son's account, published in 1950, quoted two [Tibetan] Foreign Ministers as asking directly, If the Communists strike Tibet, will America help?|1|Europe&America
Bell to India, 1 March 1921, No. 199 in Ibid. |0|Traditional
Accordingly, on June 21, 1957, simultaneously with the making of a commitment by President Eisenhower to Premier Kishi to begin withdrawing American ground forces from Japan, the United Nations Command announced that, in view of Communist violations of the armistice agreement, it would no longer consider itself bound by the prohibition in the agreement on the introduction of more modern weapons into Korea.|1|Europe&America
On 8 September 1959, in the letter to Nehru which made the Chinese territorial demands official, Chou Enlai wrote: In Your Excellency's letter, you also referred to the boundary between China and Sikkim.|0|Europe&America
Following the Chinese invasion of Tibet, New Delhi decided in February 1951 to bring the Tawang under its administrative hold.|0|PostRevisionism
Gulab Singh and his heirs were guaranteed all the hilly or mountainous country with its dependencies situated to the eastward of the River Indus and the westward of the River Ravi including Chamba and excluding Lahul.? |0|Europe&America
Mutual noninterference in each other's internal affairs. |1|Revisionism
At issue was the question of how to aid the new states politically and economically and so prevent their becoming camp followers of either bloc, and how to deal with problems such as South Africa and apartheid as part of a campaign against colonialism in all its forms (Nehru, 1964, 364) . |1|Revisionism
One significant report included in the PLA documents came from Hsiao Hua, then Deputy SecretaryGeneral of the Military Affairs Commission (MAC) of the Chinese Communist Party (CCP) and Deputy Director of the General Political Department of the PLA. Dated May 20, 1961, it was addressed to MAC ViceChairmen Lin Piao, Ho Lung, and Nieh Jungchen on the basis of a special inspection of PLA units in the Nanking Military Region.|1|Europe&America
Do mestic politics also mandated that India should secure China's withdrawal from the 3,000 square miles in Ladakh, annexed in 1962, as the government could not afford to be seen as acquiescing in the gains of war. |0|PostRevisionism
The Morning Post's editorial warning on 28 February 1910, reminds one of similar warnings in the Indian media half a century later. |1|PostRevisionism
In 1865 he sent a small body of troops across the Karakoram Pass to Shahidulla on the northern side, on the bank of the lower Karakash river, where they built a fort.|1|Revisionism
As might be expected, a pernicious collusion between nascent Japanese militarism and U.S. imperialism keynoted the analysis: . . .|1|Europe&America
On 23 November, Yahya Khan declared a state of emergency in all of Pakistan and told his people to prepare for war. |0|PostRevisionism
The latent boundary dispute came to the fore in early 1959.|0|PostRevisionism
Through the years up to 1987, New Delhi searched for an acceptable boundary deal.|0|PostRevisionism
The form of Buddhism which was introduced into Tibet became mixed up with the earlier black practices of shamanistic B6nism, and gradually became a cloak for the worst form of aggressive demon worship by which the Tibetans were put in constant fear of their lives from the attacks of malignant devils both in this life and in the world to come.|0|Europe&America
This was to despatch to Tawang a European Police Officer 'with an escort of at least a platoon to stay there for the summer' and 'return annually '.|0|Traditional
Inevitably We shall be obliged to decide shortly whether we are to advance to the occupation of the Naga Hills, or retire, letting the Muneepurees complete the conquest of the Angamis on their side and ours withdrawing our frontier ro a safe distance from the incursion of these tribes sh Evidently, Hopkinson advocated a continuation of the policy of nonintervention only becouse it would break down, sooner or later, and force the government to a more comprehensive policy.|0|PostRevisionism
By the time the AngloChinese Convention of 1906 had confirmed the Lhasa convention, Chinese troops had established a dominant position in the border area. |0|Europe&America
Incapable of combination and unaccustomed to firearms the Abors could offer but feeble resistance against advancing British troops which outnumbered their own.|0|PostRevisionism
In order to keep peace on the frontiers they entered into agreements with the tribal chiefs, on the basis of the payment of subsidy, posa, which could be withheld if the tribes misbehaved, and, if stronger action was needed, they subjected them to a 'blockade' denying them access to Assamese markets or sent out punitive expeditions.|0|Traditional
taught the art of parachuting from low flying planes into treestudded mountains. |1|Europe&America
In any case, whereas such thinking is valid in terms of objective probability, it is not necessarily so in terms of subjective probability, which is the more relevant approach in assessing the potential behavior of the signaling actor. |1|Revisionism
The career of the month old ministry, which enjoyed the confidence of at least 75 per cent of the population, was thus hastily brought to an end. |0|Europe&America
Behind this temporizing policy of the Agent; there lay the insecurity of the far eastern frontier.|0|PostRevisionism
The Chinese must have felt it necessary to answer the latter argument by creating a dispute by force of arms, particularly since it is doubtful that Chinese objectives in Ladakh could be attained, at least without heavy cost, in a campaign limited to Ladakh itself. |0|Europe&America
A year later, two thousand Tibetans from Kham also tried to find the Promised Land.|0|Traditional
In the Administration there was still the same chaos.|0|Europe&America
Hoshiar Singh and his men had, instead of retreating through Bhutan, crossed the path of the enemy|0|Traditional
In 1913 the British convoked a conference at Simla; the Tibetans attending willingly, the Chinese under constraint.|1|Revisionism
When this decision was put to Chang Yintang, he promptly arranged through Peking and Lhasa for a senior Tibetan Minister to come down to Calcutta for this purpose.|1|Revisionism
His office wrote to Walton of the India Office on 9 April 1936 and to Dawson, Chief Secretary, Assam, on 6 February 1936, and succeeded in bestirring the Government of India into action on 17 August 1936.|1|PostRevisionism
The Resident was directed to explain to the Ministers that a sense of delicacy alone prevented the British Government from demanding the surrender of the Gaum, and to demand that the Court of Ava in future be made solely responsible for his peaceable behaviour.|0|PostRevisionism
During 1897 two British travellers, Captain Deasy and Mr Cobbold, had been surveying and exploring in the Taghdumbash Pamir.|1|Revisionism
It took a considerable time to arrive at this agreement, not because of any major conflict or difficulty but because the number of small points were so many and had to be discussed in detail.|0|Europe&America
There was little fighting and the operation practically endcd with the fall.|0|PostRevisionism
He had the fall of Bomdi La to add to the growing chronicle of disaster, and addressed himself particularly to the people of Assam: 'Now what has happened is very serious and very saddening to us and I can well understand what our friends in Assam must be feeling, because all this is happening on their doorstep, as one might say.|1|Revisionism
Then, after a good deal more of this kind of stuff, the politicians left, and the citizens of Tezpur prudently began to do the same.|1|Revisionism
Some five thousand years ago the Indians had perfected the art of pottery, evolved a script as well as a system of drainage, and were minting coins, digging septic tanks and using vehicles moving on wheels.|0|Traditional
According to Raju G.C. Thomas (1986: 278), on balance, threats emanating from within the subcontinent are still perceived to be greater than threats that may exist beyond the subcontinent. |1|PostRevisionism
The Deb or the Maharaja of Bhutan not only refused to attend, but repudiated the authority of the Chinese over Bhutan.|0|PostRevisionism
Meanwhile press admonitions warned against spontaneous capitalist tendencies manifest in black markets, profiteering, and the neglect of industrial and statedesignated crops Table 2 Estimated GLF Peak Output and 196172 Item Base Line Leap Forward High Postleap Collapse 1957 Amount Year Amount Year GNP (billions) $82 $95 1958 $72 1961 GNP per Capita $128 $144 1958 $103 1961 Grain (millions of tons) 200 1958 196061 Steel (millions of tons) 5. • 13 1960 8 1961 |1|Europe&America
Being part of the group enhances the desire to be liked, or at least not to be rejected by other group members. |1|Revisionism
A brigade was kept kicking its heels at Bomdi La for nearly a week, without orders, because A. S. Pathania would give it none until he got the brigadier he wanted.|1|Revisionism
A relatively stable continuity of foreign policy output can be identified despite changes in the power positions of the components which comprise the dominant coalition at different times.|1|Europe&America
Payment, in fact, ceased when these villages were blockaded following the Abor expedition and these were not resumed on the raising of the blockade. |0|PostRevisionism
The Services have always accepted the supremacy of the civilian authority composed of politicians.|0|Traditional
But even if not formally ratified, it is clear from the note written by the Chinese Amban at Lhasa to the British government on January 13, 1847, that the Chinese government recognized the treaty and fully accepted its provisions.!|0|Traditional
It was now for India to decide what she was going to do with the Colombe proposals.|0|Traditional
'In the spirit of SinoIndian friendship' the Indians had already been deported, but Peking described their intrusion as inconsistent with the five principles of peaceful coexistence and asked for a guarantee that there would be no repetition. With this exchange the conflict of claims over Aksai Chin at last came into the open, and in a prompt reply the Indian Government said that the question of whether the area was Indiag or Chinese was 'a matter in dispute'.|1|Revisionism
It would, therefore, be a great weakness to India to try to keep them within a Kashmir which acceded to India. |0|PostRevisionism
As capabilities change so may perceptions and goals.|1|Europe&America
That may have derived partly from the resentment of the Congressmen against those who had served the foreign rule while they themselves suffered goal or worse try ing to oust it, but the attitude was confirmed by two major policy conclusions of the new Government.|1|Revisionism
He himself was no deskbound theoretician or second generation initiator of theories, but one who applied himself to working out Communism in the lives of the people around him.|0|Europe&America
In this regard Dalvi noted that the most impressive display of Chinese training was their uncannily accurate artillery barrages...|1|Europe&America
He told them it would be difficult to continue negotiations on Kashmir or plan a plebiscite when one side was beating war drums.|0|PostRevisionism
The result was a compromise: the wording preferred by Pakistan was adopted, although the other signatories did not consider that possible Indian aggression against Pakistan was covered by the treaty, and the United States appended a reservation to the Manila Pact indicating that it applied only to Communist aggression.|1|Europe&America
Newspaper reports said the Government was  extremely perplexed and disappointed at the Chinese Government's action without a word of explanation in advance. |0|Traditional
